,season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight,player_salary,number of games missed
347,07-08,Derek Fisher,LAL,82,27.4,82,0.0,6-1,200,10,0
348,08-09,Derek Fisher,LAL,82,29.8,82,0.0,6-1,200,4,0
349,09-10,Derek Fisher,LAL,82,27.2,82,0.0,6-1,200,5,0
350,10-11,Derek Fisher,LAL,82,28.0,82,0.0,6-1,200,3,0
351,11-12,Derek Fisher,OKC,63,23.9,66,4.5,6-1,200,3,3
352,12-13,Derek Fisher,OKC,33,17.4,82,59.8,6-1,200,1,49
353,13-14,Derek Fisher,OKC,81,17.6,82,1.2,6-1,200,1,1
354,00-01,Derrick Coleman,CHA,34,20.1,82,58.5,6-10,230,8,48
355,01-02,Derrick Coleman,PHI,58,35.9,82,29.3,6-10,230,8,24
356,02-03,Derrick Coleman,PHI,64,27.2,82,22.0,6-10,230,9,18
357,03-04,Derrick Coleman,PHI,34,24.9,82,58.5,6-10,230,4,48
358,00-01,Derrick McKey,IND,66,15.0,82,19.5,6-9,205,5,16
359,01-02,Derrick McKey,PHI,41,19.1,82,50.0,6-9,205,6,41
360,00-01,Dikembe Mutombo,PHI,75,34.5,82,8.5,7-2,235,14,7
361,01-02,Dikembe Mutombo,PHI,80,36.3,82,2.4,7-2,235,14,2
362,02-03,Dikembe Mutombo,BRK,24,21.4,82,70.7,7-2,235,16,58
363,03-04,Dikembe Mutombo,NYK,65,23.0,82,20.7,7-2,235,17,17
364,04-05,Dikembe Mutombo,HOU,80,15.2,82,2.4,7-2,235,19,2
365,05-06,Dikembe Mutombo,HOU,64,14.9,82,22.0,7-2,235,2,18
366,06-07,Dikembe Mutombo,HOU,75,17.2,82,8.5,7-2,235,2,7
367,07-08,Dikembe Mutombo,HOU,39,15.9,82,52.4,7-2,235,1,43
368,00-01,Dirk Nowitzki,DAL,82,38.1,82,0.0,7-0,200,1,0
369,01-02,Dirk Nowitzki,DAL,76,38.0,82,7.3,7-0,200,2,6
370,02-03,Dirk Nowitzki,DAL,80,39.0,82,2.4,7-0,200,10,2
371,03-04,Dirk Nowitzki,DAL,77,37.9,82,6.1,7-0,200,11,5
372,04-05,Dirk Nowitzki,DAL,78,38.7,82,4.9,7-0,200,12,4
373,05-06,Dirk Nowitzki,DAL,81,38.1,82,1.2,7-0,200,13,1
374,06-07,Dirk Nowitzki,DAL,78,36.2,82,4.9,7-0,200,15,4
375,07-08,Dirk Nowitzki,DAL,77,36.0,82,6.1,7-0,200,16,5
376,08-09,Dirk Nowitzki,DAL,81,37.7,82,1.2,7-0,200,18,1
377,09-10,Dirk Nowitzki,DAL,81,37.5,82,1.2,7-0,200,19,1
378,10-11,Dirk Nowitzki,DAL,73,34.3,82,11.0,7-0,200,17,9
379,11-12,Dirk Nowitzki,DAL,62,33.5,66,6.1,7-0,200,19,4
380,12-13,Dirk Nowitzki,DAL,53,31.3,82,35.4,7-0,200,20,29
381,13-14,Dirk Nowitzki,DAL,80,32.9,82,2.4,7-0,200,22,2
382,14-15,Dirk Nowitzki,DAL,77,29.6,82,6.1,7-0,200,7,5
383,15-16,Dirk Nowitzki,DAL,75,31.5,82,8.5,7-0,200,8,7
384,16-17,Dirk Nowitzki,DAL,54,26.4,82,34.1,7-0,200,25,28
385,17-18,Dirk Nowitzki,DAL,77,24.7,82,6.1,7-0,200,5,5
386,00-01,Don Reid,ORL,65,11.8,82,20.7,6-8,250,0,17
387,01-02,Don Reid,ORL,68,10.5,82,17.1,6-8,250,1,14
388,00-01,Donyell Marshall,UTA,81,28.7,82,1.2,6-9,218,5,1
389,01-02,Donyell Marshall,UTA,58,30.2,82,29.3,6-9,218,6,24
390,02-03,Donyell Marshall,CHI,78,30.5,82,4.9,6-9,218,5,4
391,03-04,Donyell Marshall,TOR,82,36.4,82,0.0,6-9,218,4,0
392,04-05,Donyell Marshall,TOR,65,25.3,82,20.7,6-9,218,5,17
393,05-06,Donyell Marshall,CLE,81,25.7,82,1.2,6-9,218,4,1
394,06-07,Donyell Marshall,CLE,81,16.8,82,1.2,6-9,218,5,1
395,00-01,Doug Christie,SAC,81,36.3,82,1.2,6-6,200,3,1
396,01-02,Doug Christie,SAC,81,34.5,82,1.2,6-6,200,5,1
397,02-03,Doug Christie,SAC,80,33.9,82,2.4,6-6,200,6,2
398,03-04,Doug Christie,SAC,82,33.9,82,0.0,6-6,200,6,0
399,04-05,Doug Christie,ORL,52,29.3,82,36.6,6-6,200,7,30
400,00-01,Eddie Jones,MIA,63,36.2,82,23.2,6-6,190,8,19
401,01-02,Eddie Jones,MIA,81,39.0,82,1.2,6-6,190,10,1
402,02-03,Eddie Jones,MIA,47,38.1,82,42.7,6-6,190,11,35
403,03-04,Eddie Jones,MIA,81,37.0,82,1.2,6-6,190,12,1
404,04-05,Eddie Jones,MIA,80,35.5,82,2.4,6-6,190,13,2
405,05-06,Eddie Jones,MEM,75,32.5,82,8.5,6-6,190,14,7
406,06-07,Eddie Jones,MIA,64,24.9,82,22.0,6-6,190,15,18
407,07-08,Eddie Jones,DAL,47,19.6,82,42.7,6-6,190,1,35
408,00-01,Elden Campbell,CHA,78,30.0,82,4.9,6-11,215,8,4
409,01-02,Elden Campbell,CHA,77,28.0,82,6.1,6-11,215,7,5
410,02-03,Elden Campbell,OKC,56,15.5,82,31.7,6-11,215,8,26
411,03-04,Elden Campbell,DET,65,13.7,82,20.7,6-11,215,4,17
412,00-01,Eric Montross,TOR,54,12.0,82,34.1,7-0,205,2,28
413,01-02,Eric Montross,TOR,49,13.4,82,40.2,7-0,205,2,33
414,00-01,Eric Piatkowski,LAC,81,26.5,82,1.2,6-7,215,2,1
415,01-02,Eric Piatkowski,LAC,71,24.2,82,13.4,6-7,215,3,11
416,02-03,Eric Piatkowski,LAC,62,21.9,82,24.4,6-7,215,3,20
417,03-04,Eric Piatkowski,HOU,49,14.3,82,40.2,6-7,215,2,33
418,04-05,Eric Piatkowski,CHI,68,12.4,82,17.1,6-7,215,2,14
419,00-01,Eric Snow,PHI,50,34.8,82,39.0,6-3,190,3,32
420,01-02,Eric Snow,PHI,61,36.5,82,25.6,6-3,190,3,21
421,02-03,Eric Snow,PHI,82,37.9,82,0.0,6-3,190,4,0
422,03-04,Eric Snow,PHI,82,36.2,82,0.0,6-3,190,4,0
423,04-05,Eric Snow,CLE,81,22.8,82,1.2,6-3,190,4,1
424,05-06,Eric Snow,CLE,82,28.7,82,0.0,6-3,190,5,0
425,06-07,Eric Snow,CLE,82,23.5,82,0.0,6-3,190,6,0
426,00-01,Eric Williams,BOS,81,21.5,82,1.2,6-8,200,3,1
427,01-02,Eric Williams,BOS,74,23.6,82,9.8,6-8,200,4,8
428,02-03,Eric Williams,BOS,82,28.7,82,0.0,6-8,200,5,0
429,03-04,Eric Williams,CLE,71,26.6,82,13.4,6-8,200,5,11
430,04-05,Eric Williams,TOR,55,24.1,82,32.9,6-8,200,3,27
431,00-01,Erick Dampier,GSW,43,24.1,82,47.6,6-11,265,5,39
432,01-02,Erick Dampier,GSW,73,23.8,82,11.0,6-11,265,6,9
433,02-03,Erick Dampier,GSW,82,24.1,82,0.0,6-11,265,6,0
434,03-04,Erick Dampier,GSW,74,32.5,82,9.8,6-11,265,7,8
435,04-05,Erick Dampier,DAL,59,27.3,82,28.0,6-11,265,7,23
436,05-06,Erick Dampier,DAL,82,23.6,82,0.0,6-11,265,8,0
437,06-07,Erick Dampier,DAL,76,25.2,82,7.3,6-11,265,9,6
438,07-08,Erick Dampier,DAL,72,24.4,82,12.2,6-11,265,10,10
439,08-09,Erick Dampier,DAL,80,22.9,82,2.4,6-11,265,11,2
440,09-10,Erick Dampier,DAL,55,23.3,82,32.9,6-11,265,12,27
441,10-11,Erick Dampier,MIA,51,16.0,82,37.8,6-11,265,1,31
442,00-01,Erick Strickland,MEM,50,16.6,82,39.0,6-3,210,2,32
443,01-02,Erick Strickland,BOS,79,20.8,82,3.7,6-3,210,0,3
444,02-03,Erick Strickland,IND,71,18.0,82,13.4,6-3,210,0,11
445,03-04,Erick Strickland,MIL,43,13.3,82,47.6,6-3,210,1,39
446,04-05,Erick Strickland,MIL,62,16.4,82,24.4,6-3,210,1,20
447,00-01,Ervin Johnson,MIL,82,24.1,82,0.0,6-11,245,2,0
448,01-02,Ervin Johnson,MIL,81,20.5,82,1.2,6-11,245,3,1
449,02-03,Ervin Johnson,MIL,69,17.0,82,15.9,6-11,245,3,13
450,03-04,Ervin Johnson,MIN,66,14.6,82,19.5,6-11,245,4,16
451,00-01,Felipe Lopez,MIN,70,22.4,82,14.6,6-5,170,0,12
452,01-02,Felipe Lopez,MIN,67,8.7,82,18.3,6-5,170,0,15
453,00-01,Gary Payton,OKC,79,41.1,82,3.7,6-4,180,12,3
454,00-01,Gary Payton,OKC,79,41.1,82,3.7,6-3,190,12,3
455,01-02,Gary Payton,OKC,82,40.3,82,0.0,6-4,180,12,0
456,01-02,Gary Payton,OKC,82,40.3,82,0.0,6-3,190,12,0
457,02-03,Gary Payton,MIL,80,40.1,82,2.4,6-4,180,12,2
458,02-03,Gary Payton,MIL,80,40.1,82,2.4,6-3,190,12,2
459,03-04,Gary Payton,LAL,82,34.5,82,0.0,6-4,180,4,0
460,03-04,Gary Payton,LAL,82,34.5,82,0.0,6-3,190,4,0
461,04-05,Gary Payton,BOS,77,33.0,82,6.1,6-4,180,5,5
462,04-05,Gary Payton,BOS,77,33.0,82,6.1,6-3,190,5,5
463,05-06,Gary Payton,MIA,81,28.5,82,1.2,6-4,180,1,1
464,05-06,Gary Payton,MIA,81,28.5,82,1.2,6-3,190,1,1
465,06-07,Gary Payton,MIA,68,22.1,82,17.1,6-4,180,1,14
466,06-07,Gary Payton,MIA,68,22.1,82,17.1,6-3,190,1,14
467,01-02,Gary Trent,MIN,64,17.8,82,22.0,6-8,250,0,18
468,01-02,Gary Trent,MIN,64,17.8,82,22.0,6-6,205,0,18
469,02-03,Gary Trent,MIN,80,15.3,82,2.4,6-8,250,0,2
470,02-03,Gary Trent,MIN,80,15.3,82,2.4,6-6,205,0,2
471,03-04,Gary Trent,MIN,68,15.1,82,17.1,6-8,250,0,14
472,03-04,Gary Trent,MIN,68,15.1,82,17.1,6-6,205,0,14
473,00-01,George Lynch,PHI,82,32.3,82,0.0,6-8,195,2,0
474,01-02,George Lynch,CHA,45,19.8,82,45.1,6-8,195,2,37
475,02-03,George Lynch,NOP,81,18.5,82,1.2,6-8,195,2,1
476,03-04,George Lynch,NOP,78,21.8,82,4.9,6-8,195,2,4
477,04-05,George Lynch,NOP,44,21.2,82,46.3,6-8,195,3,38
478,00-01,George McCloud,DEN,76,26.4,82,7.3,6-6,205,2,6
479,01-02,George McCloud,DEN,69,26.5,82,15.9,6-6,205,2,13
480,00-01,Glen Rice,NYK,75,29.5,82,8.5,6-7,215,7,7
481,00-01,Glen Rice,NYK,75,29.5,82,8.5,6-6,206,7,7
482,01-02,Glen Rice,HOU,20,30.3,82,75.6,6-7,215,8,62
483,01-02,Glen Rice,HOU,20,30.3,82,75.6,6-6,206,8,62
484,02-03,Glen Rice,HOU,62,24.7,82,24.4,6-7,215,9,20
485,02-03,Glen Rice,HOU,62,24.7,82,24.4,6-6,206,9,20
486,00-01,Glenn Robinson,MIL,76,37.0,82,7.3,6-7,225,8,6
487,00-01,Glenn Robinson,MIL,76,37.0,82,7.3,6-6,222,8,6
488,01-02,Glenn Robinson,MIL,66,35.5,82,19.5,6-7,225,8,16
489,01-02,Glenn Robinson,MIL,66,35.5,82,19.5,6-6,222,8,16
490,02-03,Glenn Robinson,ATL,69,37.6,82,15.9,6-7,225,9,13
491,02-03,Glenn Robinson,ATL,69,37.6,82,15.9,6-6,222,9,13
492,03-04,Glenn Robinson,PHI,42,31.8,82,48.8,6-7,225,10,40
493,03-04,Glenn Robinson,PHI,42,31.8,82,48.8,6-6,222,10,40
494,01-02,Grant Hill,ORL,14,36.6,82,82.9,6-8,225,10,68
495,02-03,Grant Hill,ORL,29,29.1,82,64.6,6-8,225,12,53
496,04-05,Grant Hill,ORL,67,34.9,82,18.3,6-8,225,14,15
497,05-06,Grant Hill,ORL,21,29.2,82,74.4,6-8,225,15,61
498,06-07,Grant Hill,ORL,65,30.9,82,20.7,6-8,225,16,17
499,07-08,Grant Hill,PHX,70,31.7,82,14.6,6-8,225,1,12
500,08-09,Grant Hill,PHX,82,29.8,82,0.0,6-8,225,1,0
501,09-10,Grant Hill,PHX,81,30.0,82,1.2,6-8,225,3,1
502,10-11,Grant Hill,PHX,80,30.1,82,2.4,6-8,225,3,2
503,11-12,Grant Hill,PHX,49,28.1,66,25.8,6-8,225,6,17
504,00-01,Grant Long,MEM,66,22.8,82,19.5,6-8,195,2,16
505,01-02,Grant Long,MEM,66,28.3,82,19.5,6-8,195,2,16
506,00-01,Greg Anthony,POR,58,14.8,82,29.3,6-0,176,3,24
507,01-02,Greg Anthony,MIL,60,25.2,82,26.8,6-0,176,3,22
508,02-03,Greg Foster,TOR,29,18.6,82,64.6,6-11,240,0,53
509,00-01,Greg Ostertag,UTA,81,18.4,82,1.2,7-2,280,5,1
510,01-02,Greg Ostertag,UTA,74,15.0,82,9.8,7-2,280,6,8
511,02-03,Greg Ostertag,UTA,81,23.8,82,1.2,7-2,280,7,1
512,03-04,Greg Ostertag,UTA,78,27.6,82,4.9,7-2,280,8,4
513,04-05,Greg Ostertag,SAC,56,9.9,82,31.7,7-2,280,4,26
514,05-06,Greg Ostertag,UTA,60,13.5,82,26.8,7-2,280,4,22
515,00-01,Hakeem Olajuwon,HOU,58,26.6,82,29.3,7-0,255,16,24
516,01-02,Hakeem Olajuwon,TOR,61,22.6,82,25.6,7-0,255,5,21
517,00-01,Hersey Hawkins,CHA,59,11.5,82,28.0,6-3,190,4,23
518,00-01,Horace Grant,LAL,77,31.0,82,6.1,6-10,215,6,5
519,01-02,Horace Grant,ORL,76,29.1,82,7.3,6-10,215,2,6
520,03-04,Horace Grant,LAL,55,20.1,82,32.9,6-10,215,1,27
521,00-01,Howard Eisley,DAL,82,29.6,82,0.0,6-2,177,4,0
522,01-02,Howard Eisley,NYK,39,15.6,82,52.4,6-2,177,4,43
523,02-03,Howard Eisley,NYK,82,27.3,82,0.0,6-2,177,5,0
524,03-04,Howard Eisley,PHX,67,21.7,82,18.3,6-2,177,5,15
525,04-05,Howard Eisley,UTA,74,19.3,82,9.8,6-2,177,6,8
526,00-01,Hubert Davis,WAS,66,25.6,82,19.5,6-5,183,2,16
527,01-02,Hubert Davis,WAS,51,24.1,82,37.8,6-5,183,2,31
528,00-01,Jalen Rose,IND,72,40.9,82,12.2,6-8,210,9,10
529,01-02,Jalen Rose,CHI,83,38.0,82,-1.2,6-8,210,10,-1
530,02-03,Jalen Rose,CHI,82,40.9,82,0.0,6-8,210,12,0
531,03-04,Jalen Rose,TOR,66,37.8,82,19.5,6-8,210,13,16
532,04-05,Jalen Rose,TOR,81,33.5,82,1.2,6-8,210,14,1
533,05-06,Jalen Rose,NYK,72,27.5,82,12.2,6-8,210,15,10
534,00-01,Jamal Mashburn,CHA,76,39.3,82,7.3,6-8,240,6,6
535,01-02,Jamal Mashburn,CHA,40,40.0,82,51.2,6-8,240,6,42
536,02-03,Jamal Mashburn,NOP,82,40.5,82,0.0,6-8,240,7,0
537,03-04,Jamal Mashburn,NOP,19,38.4,82,76.8,6-8,240,8,63
538,00-01,Jason Caffey,MIL,70,20.9,82,14.6,6-8,255,4,12
539,02-03,Jason Caffey,MIL,51,17.5,82,37.8,6-8,255,5,31
540,00-01,Jason Kidd,PHX,77,39.8,82,6.1,6-9,235,7,5
541,01-02,Jason Kidd,BRK,82,37.3,82,0.0,6-9,235,8,0
542,02-03,Jason Kidd,BRK,80,37.4,82,2.4,6-9,235,9,2
543,03-04,Jason Kidd,BRK,67,36.6,82,18.3,6-9,235,13,15
544,04-05,Jason Kidd,BRK,66,36.9,82,19.5,6-9,235,14,16
545,05-06,Jason Kidd,BRK,80,37.2,82,2.4,6-9,235,16,2
546,06-07,Jason Kidd,BRK,80,36.7,82,2.4,6-9,235,18,2
547,07-08,Jason Kidd,DAL,80,36.3,82,2.4,6-9,235,19,2
548,08-09,Jason Kidd,DAL,81,35.6,82,1.2,6-9,235,21,1
549,09-10,Jason Kidd,DAL,80,36.0,82,2.4,6-9,235,8,2
550,10-11,Jason Kidd,DAL,80,33.2,82,2.4,6-9,235,8,2
551,11-12,Jason Kidd,DAL,48,28.7,66,27.3,6-9,235,10,18
552,12-13,Jason Kidd,NYK,76,26.9,82,7.3,6-9,235,3,6
553,00-01,Jason Williams,SAC,77,29.7,82,6.1,6-1,218,2,5
554,01-02,Jason Williams,MEM,65,34.4,82,20.7,6-1,218,2,17
555,02-03,Jason Williams,MEM,76,31.7,82,7.3,6-1,218,5,6
556,03-04,Jason Williams,MEM,72,29.4,82,12.2,6-1,218,6,10
557,04-05,Jason Williams,MEM,71,27.5,82,13.4,6-1,218,6,11
558,05-06,Jason Williams,MIA,59,31.8,82,28.0,6-1,218,7,23
559,06-07,Jason Williams,MIA,61,30.6,82,25.6,6-1,218,8,21
560,07-08,Jason Williams,MIA,67,28.2,82,18.3,6-1,218,8,15
561,09-10,Jason Williams,ORL,82,20.8,82,0.0,6-1,218,1,0
562,00-01,Jeff McInnis,LAC,81,34.9,82,1.2,6-4,190,0,1
563,01-02,Jeff McInnis,LAC,81,37.4,82,1.2,6-4,190,0,1
564,02-03,Jeff McInnis,POR,75,17.5,82,8.5,6-4,190,3,7
565,03-04,Jeff McInnis,CLE,70,33.8,82,14.6,6-4,190,3,12
566,04-05,Jeff McInnis,CLE,76,34.9,82,7.3,6-4,190,3,6
567,06-07,Jeff McInnis,CHA,38,18.5,82,53.7,6-4,190,3,44
568,07-08,Jeff McInnis,CHA,54,26.1,82,34.1,6-4,190,1,28
569,00-01,Jelani McCoy,OKC,70,16.3,82,14.6,6-10,245,1,12
570,02-03,Jelani McCoy,TOR,67,20.4,82,18.3,6-10,245,0,15
571,00-01,Jermaine O'Neal,IND,81,32.6,82,1.2,6-11,226,5,1
572,01-02,Jermaine O'Neal,IND,72,37.6,82,12.2,6-11,226,6,10
573,02-03,Jermaine O'Neal,IND,77,37.2,82,6.1,6-11,226,6,5
574,03-04,Jermaine O'Neal,IND,78,35.7,82,4.9,6-11,226,13,4
575,04-05,Jermaine O'Neal,IND,44,34.8,82,46.3,6-11,226,14,38
576,05-06,Jermaine O'Neal,IND,51,35.3,82,37.8,6-11,226,16,31
577,06-07,Jermaine O'Neal,IND,69,35.6,82,15.9,6-11,226,18,13
578,07-08,Jermaine O'Neal,IND,42,28.7,82,48.8,6-11,226,19,40
579,08-09,Jermaine O'Neal,MIA,68,29.8,82,17.1,6-11,226,21,14
580,09-10,Jermaine O'Neal,MIA,70,28.4,82,14.6,6-11,226,23,12
581,10-11,Jermaine O'Neal,BOS,24,18.0,82,70.7,6-11,226,5,58
582,11-12,Jermaine O'Neal,BOS,25,22.8,66,62.1,6-11,226,6,41
583,12-13,Jermaine O'Neal,PHX,55,18.7,82,32.9,6-11,226,1,27
584,13-14,Jermaine O'Neal,GSW,44,20.1,82,46.3,6-11,226,2,38
585,00-01,Jerome Williams,TOR,59,20.0,82,28.0,6-9,235,2,23
586,01-02,Jerome Williams,TOR,68,24.1,82,17.1,6-9,235,5,14
587,02-03,Jerome Williams,TOR,71,33.0,82,13.4,6-9,235,5,11
588,03-04,Jerome Williams,CHI,68,24.0,82,17.1,6-9,235,5,14
589,04-05,Jerome Williams,NYK,79,15.3,82,3.7,6-9,235,6,3
590,00-01,Jerry Stackhouse,DET,80,40.2,82,2.4,6-6,218,5,2
591,01-02,Jerry Stackhouse,DET,76,35.3,82,7.3,6-6,218,5,6
592,02-03,Jerry Stackhouse,WAS,70,39.3,82,14.6,6-6,218,6,12
593,03-04,Jerry Stackhouse,WAS,26,29.8,82,68.3,6-6,218,6,56
594,04-05,Jerry Stackhouse,DAL,56,28.9,82,31.7,6-6,218,7,26
595,05-06,Jerry Stackhouse,DAL,55,27.7,82,32.9,6-6,218,8,27
596,06-07,Jerry Stackhouse,DAL,67,24.1,82,18.3,6-6,218,9,15
597,07-08,Jerry Stackhouse,DAL,58,24.4,82,29.3,6-6,218,6,24
598,09-10,Jerry Stackhouse,MIL,42,20.4,82,48.8,6-6,218,2,40
599,12-13,Jerry Stackhouse,BRK,37,14.7,82,54.9,6-6,218,1,45
600,00-01,Jim Jackson,CLE,56,30.2,82,31.7,6-6,220,2,26
601,01-02,Jim Jackson,MIA,55,33.2,82,32.9,6-6,220,0,27
602,02-03,Jim Jackson,SAC,63,20.8,82,23.2,6-6,220,0,19
603,03-04,Jim Jackson,HOU,80,39.0,82,2.4,6-6,220,2,2
604,04-05,Jim Jackson,PHX,64,31.1,82,22.0,6-6,220,2,18
605,05-06,Jim Jackson,LAL,40,12.8,82,51.2,6-6,220,2,42
606,00-01,Joe Smith,DET,69,28.1,82,15.9,6-10,225,2,13
607,01-02,Joe Smith,MIN,72,26.7,82,12.2,6-10,225,4,10
608,02-03,Joe Smith,MIN,54,20.7,82,34.1,6-10,225,4,28
609,03-04,Joe Smith,MIL,76,29.7,82,7.3,6-10,225,5,6
610,04-05,Joe Smith,MIL,74,30.6,82,9.8,6-10,225,5,8
611,05-06,Joe Smith,MIL,44,20.2,82,46.3,6-10,225,6,38
612,06-07,Joe Smith,PHI,65,23.1,82,20.7,6-10,225,6,17
613,07-08,Joe Smith,CLE,77,22.4,82,6.1,6-10,225,5,5
614,08-09,Joe Smith,CLE,57,19.3,82,30.5,6-10,225,4,25
615,09-10,Joe Smith,ATL,64,9.2,82,22.0,6-10,225,1,18
616,01-02,John Crotty,UTA,41,19.6,82,50.0,6-1,185,1,41
617,00-01,John Starks,UTA,75,28.3,82,8.5,6-3,180,2,7
618,01-02,John Starks,UTA,66,14.1,82,19.5,6-3,180,2,16
619,00-01,John Stockton,UTA,82,29.2,82,0.0,6-1,170,11,0
620,01-02,John Stockton,UTA,82,31.3,82,0.0,6-1,170,6,0
621,02-03,John Stockton,UTA,82,27.7,82,0.0,6-1,170,7,0
622,00-01,John Wallace,DET,40,13.2,82,51.2,6-8,225,2,42
623,00-01,Johnny Newman,BRK,82,25.0,82,0.0,6-7,190,2,0
624,01-02,Johnny Newman,DAL,47,15.4,82,42.7,6-7,190,2,35
625,00-01,Jon Barry,SAC,62,16.3,82,24.4,6-4,195,2,20
626,01-02,Jon Barry,DET,82,24.2,82,0.0,6-4,195,3,0
627,02-03,Jon Barry,DET,80,18.4,82,2.4,6-4,195,3,2
628,03-04,Jon Barry,DEN,57,19.3,82,30.5,6-4,195,3,25
629,04-05,Jon Barry,HOU,69,21.8,82,15.9,6-4,195,1,13
630,00-01,Jud Buechler,DET,57,12.9,82,30.5,6-6,220,3,25
631,01-02,Jud Buechler,ORL,66,10.4,82,19.5,6-6,220,3,16
632,00-01,Juwan Howard,DAL,81,36.7,82,1.2,6-9,240,16,1
633,01-02,Juwan Howard,DEN,81,32.5,82,1.2,6-9,240,18,1
634,02-03,Juwan Howard,DEN,77,35.4,82,6.1,6-9,240,20,5
635,03-04,Juwan Howard,ORL,81,35.5,82,1.2,6-9,240,4,1
636,04-05,Juwan Howard,HOU,61,26.6,82,25.6,6-9,240,5,21
637,05-06,Juwan Howard,HOU,80,31.7,82,2.4,6-9,240,5,2
638,06-07,Juwan Howard,HOU,80,26.5,82,2.4,6-9,240,6,2
639,09-10,Juwan Howard,POR,73,22.3,82,11.0,6-9,240,1,9
640,10-11,Juwan Howard,MIA,57,10.4,82,30.5,6-9,240,1,25
641,00-01,Karl Malone,UTA,81,35.7,82,1.2,6-9,250,15,1
642,01-02,Karl Malone,UTA,80,38.0,82,2.4,6-9,250,17,2
643,02-03,Karl Malone,UTA,81,36.2,82,1.2,6-9,250,19,1
644,03-04,Karl Malone,LAL,42,32.7,82,48.8,6-9,250,1,40
645,00-01,Keith Van Horn,BRK,49,35.4,82,40.2,6-10,220,9,33
646,01-02,Keith Van Horn,BRK,81,30.4,82,1.2,6-10,220,10,1
647,02-03,Keith Van Horn,PHI,74,31.6,82,9.8,6-10,220,12,8
648,03-04,Keith Van Horn,MIL,72,32.5,82,12.2,6-10,220,13,10
649,04-05,Keith Van Horn,DAL,62,24.2,82,24.4,6-10,220,14,20
650,05-06,Keith Van Horn,DAL,53,20.5,82,35.4,6-10,220,15,29
651,00-01,Kelvin Cato,HOU,35,17.8,82,57.3,6-11,255,5,47
652,01-02,Kelvin Cato,HOU,75,25.5,82,8.5,6-11,255,6,7
653,02-03,Kelvin Cato,HOU,73,17.2,82,11.0,6-11,255,6,9
654,03-04,Kelvin Cato,HOU,69,25.3,82,15.9,6-11,255,7,13
655,04-05,Kelvin Cato,ORL,62,24.6,82,24.4,6-11,255,7,20
656,00-01,Kendall Gill,BRK,31,28.8,82,62.2,6-5,195,6,51
657,01-02,Kendall Gill,MIA,65,21.7,82,20.7,6-5,195,1,17
658,02-03,Kendall Gill,MIN,82,25.2,82,0.0,6-5,195,1,0
659,03-04,Kendall Gill,CHI,56,25.2,82,31.7,6-5,195,1,26
660,00-01,Kenny Anderson,BOS,33,25.7,82,59.8,6-0,168,7,49
661,01-02,Kenny Anderson,BOS,76,32.0,82,7.3,6-0,168,8,6
662,02-03,Kenny Anderson,NOP,61,18.6,82,25.6,6-0,168,9,21
663,03-04,Kenny Anderson,IND,44,20.6,82,46.3,6-0,168,1,38
664,04-05,Kenny Anderson,LAC,43,17.3,82,47.6,6-0,168,1,39
665,00-01,Keon Clark,TOR,81,21.2,82,1.2,6-11,220,1,1
666,01-02,Keon Clark,TOR,81,27.0,82,1.2,6-11,220,1,1
667,02-03,Keon Clark,SAC,80,22.3,82,2.4,6-11,220,4,2
668,01-02,Kerry Kittles,BRK,82,31.7,82,0.0,6-11,240,8,0
669,02-03,Kerry Kittles,BRK,65,30.0,82,20.7,6-11,240,8,17
670,03-04,Kerry Kittles,BRK,82,34.7,82,0.0,6-11,240,9,0
671,00-01,Kevin Garnett,MIN,81,39.5,82,1.2,6-11,240,19,1
672,01-02,Kevin Garnett,MIN,81,39.2,82,1.2,6-11,240,22,1
673,02-03,Kevin Garnett,MIN,82,40.5,82,0.0,6-11,240,25,0
674,03-04,Kevin Garnett,MIN,82,39.4,82,0.0,6-11,240,28,0
675,04-05,Kevin Garnett,MIN,82,38.1,82,0.0,6-11,240,16,0
676,05-06,Kevin Garnett,MIN,76,38.9,82,7.3,6-11,240,18,6
677,06-07,Kevin Garnett,MIN,76,39.4,82,7.3,6-11,240,21,6
678,07-08,Kevin Garnett,BOS,71,32.8,82,13.4,6-11,240,23,11
679,08-09,Kevin Garnett,BOS,57,31.1,82,30.5,6-11,240,24,25
680,09-10,Kevin Garnett,BOS,69,29.9,82,15.9,6-11,240,16,13
681,10-11,Kevin Garnett,BOS,71,31.3,82,13.4,6-11,240,18,11
682,11-12,Kevin Garnett,BOS,60,31.1,66,9.1,6-11,240,21,6
683,12-13,Kevin Garnett,BOS,68,29.7,82,17.1,6-11,240,12,14
684,13-14,Kevin Garnett,BRK,54,20.5,82,34.1,6-11,240,11,28
685,14-15,Kevin Garnett,MIN,47,20.3,82,42.7,6-11,240,12,35
686,15-16,Kevin Garnett,MIN,38,14.6,82,53.7,6-11,240,8,44
687,00-01,Kevin Willis,DEN,78,23.5,82,4.9,7-0,205,2,4
688,01-02,Kevin Willis,HOU,52,16.7,82,36.6,7-0,205,3,30
689,02-03,Kevin Willis,SAS,71,11.8,82,13.4,7-0,205,1,11
690,00-01,Kobe Bryant,LAL,68,40.9,82,17.1,6-6,212,10,14
691,01-02,Kobe Bryant,LAL,80,38.3,82,2.4,6-6,212,11,2
692,02-03,Kobe Bryant,LAL,82,41.5,82,0.0,6-6,212,12,0
