season,player,team,games_played,minutes_per_game,Number of Games,percentage of games missed,height,weight
00-01,Corliss Williamson,DET,69,24.4,82,15.9,6-7,185
01-02,Corliss Williamson,DET,78,21.8,82,4.9,6-7,185
02-03,Corliss Williamson,DET,82,25.1,82,0.0,6-7,185
03-04,Corliss Williamson,DET,79,19.9,82,3.7,6-7,185
04-05,Corliss Williamson,SAC,72,21.2,82,12.2,6-7,185
06-07,Corliss Williamson,SAC,68,19.7,82,17.1,6-7,185
98-99,Cory Alexander,DEN,36,21.6,50,28.0,6-1,185
98-99,Cuttino Mobley,HOU,49,29.7,50,2.0,6-4,235
99-00,Cuttino Mobley,HOU,81,30.8,82,1.2,6-4,235
00-01,Cuttino Mobley,HOU,79,38.0,82,3.7,6-4,235
01-02,Cuttino Mobley,HOU,74,42.1,82,9.8,6-4,235
02-03,Cuttino Mobley,HOU,73,41.7,82,11.0,6-4,235
03-04,Cuttino Mobley,HOU,80,40.4,82,2.4,6-4,235
04-05,Cuttino Mobley,SAC,67,35.6,82,18.3,6-4,235
05-06,Cuttino Mobley,LAC,79,37.7,82,3.7,6-4,235
06-07,Cuttino Mobley,LAC,78,36.4,82,4.9,6-4,235
07-08,Cuttino Mobley,LAC,77,35.1,82,6.1,6-4,235
98-99,Dale Davis,IND,50,27.5,50,0.0,6-11,230
99-00,Dale Davis,IND,74,28.7,82,9.8,6-11,230
00-01,Dale Davis,POR,81,26.7,82,1.2,6-11,230
01-02,Dale Davis,POR,78,31.4,82,4.9,6-11,230
02-03,Dale Davis,POR,78,29.3,82,4.9,6-11,230
03-04,Dale Davis,POR,76,22.1,82,7.3,6-11,230
04-05,Dale Davis,IND,61,21.4,82,25.6,6-11,230
06-07,Dale Davis,DET,46,10.1,82,43.9,6-11,230
98-99,Dale Ellis,SEA,48,25.7,50,4.0,6-7,205
99-00,Dale Ellis,CHA,42,13.4,82,48.8,6-7,205
98-99,Damon Jones,BOS,24,14.3,50,52.0,6-3,185
99-00,Damon Jones,DAL,55,11.1,82,32.9,6-3,185
00-01,Damon Jones,VAN,71,19.9,82,13.4,6-3,185
01-02,Damon Jones,DET,67,16.2,82,18.3,6-3,185
02-03,Damon Jones,SAC,49,14.5,82,40.2,6-3,185
03-04,Damon Jones,MIL,82,24.6,82,0.0,6-3,185
04-05,Damon Jones,MIA,82,31.4,82,0.0,6-3,185
05-06,Damon Jones,CLE,82,25.5,82,0.0,6-3,185
06-07,Damon Jones,CLE,60,19.5,82,26.8,6-3,185
07-08,Damon Jones,CLE,67,19.9,82,18.3,6-3,185
98-99,Damon Stoudamire,POR,50,33.5,50,0.0,5-10,171
99-00,Damon Stoudamire,POR,78,30.4,82,4.9,5-10,171
00-01,Damon Stoudamire,POR,82,32.4,82,0.0,5-10,171
01-02,Damon Stoudamire,POR,75,37.3,82,8.5,5-10,171
02-03,Damon Stoudamire,POR,59,22.3,82,28.0,5-10,171
03-04,Damon Stoudamire,POR,82,38.0,82,0.0,5-10,171
04-05,Damon Stoudamire,POR,81,34.1,82,1.2,5-10,171
05-06,Damon Stoudamire,MEM,27,31.9,82,67.1,5-10,171
06-07,Damon Stoudamire,MEM,62,24.2,82,24.4,5-10,171
07-08,Damon Stoudamire,SAS,60,17.3,82,26.8,5-10,171
98-99,Dan Majerle,MIA,48,33.8,50,4.0,6-6,215
99-00,Dan Majerle,MIA,69,33.4,82,15.9,6-6,215
00-01,Dan Majerle,MIA,53,24.6,82,35.4,6-6,215
01-02,Dan Majerle,PHX,65,18.2,82,20.7,6-6,215
98-99,Dana Barros,BOS,50,23.1,50,0.0,5-11,163
99-00,Dana Barros,BOS,72,15.8,82,12.2,5-11,163
00-01,Dana Barros,DET,60,18.0,82,26.8,5-11,163
01-02,Dana Barros,DET,29,20.1,82,64.6,5-11,163
98-99,Danny Ferry,CLE,50,21.2,50,0.0,6-10,230
99-00,Danny Ferry,CLE,63,21.0,82,23.2,6-10,230
00-01,Danny Ferry,SAS,80,21.1,82,2.4,6-10,230
01-02,Danny Ferry,SAS,50,15.9,82,39.0,6-10,230
02-03,Danny Ferry,SAS,65,9.2,82,20.7,6-10,230
98-99,Danny Fortson,DEN,50,28.3,50,0.0,6-7,260
99-00,Danny Fortson,BOS,55,15.6,82,32.9,6-7,260
01-02,Danny Fortson,GSW,77,28.8,82,6.1,6-7,260
03-04,Danny Fortson,DAL,56,11.1,82,31.7,6-7,260
04-05,Danny Fortson,SEA,62,16.9,82,24.4,6-7,260
98-99,Danny Manning,PHX,50,23.7,50,0.0,6-10,230
99-00,Danny Manning,MIL,72,16.9,82,12.2,6-10,230
00-01,Danny Manning,UTA,82,15.9,82,0.0,6-10,230
01-02,Danny Manning,DAL,41,13.5,82,50.0,6-10,230
98-99,Darrell Armstrong,ORL,50,30.0,50,0.0,6-0,170
99-00,Darrell Armstrong,ORL,82,31.6,82,0.0,6-0,170
00-01,Darrell Armstrong,ORL,75,36.9,82,8.5,6-0,170
01-02,Darrell Armstrong,ORL,82,33.3,82,0.0,6-0,170
02-03,Darrell Armstrong,ORL,82,28.7,82,0.0,6-0,170
03-04,Darrell Armstrong,NOP,79,28.5,82,3.7,6-0,170
04-05,Darrell Armstrong,DAL,66,15.0,82,19.5,6-0,170
05-06,Darrell Armstrong,DAL,62,10.0,82,24.4,6-0,170
06-07,Darrell Armstrong,IND,81,15.7,82,1.2,6-0,170
07-08,Darrell Armstrong,NJN,50,11.0,82,39.0,6-0,170
98-99,Darrick Martin,LAC,37,25.4,50,26.0,5-11,170
99-00,Darrick Martin,SAC,71,12.6,82,13.4,5-11,170
98-99,David Robinson,SAS,49,31.7,50,2.0,7-1,235
99-00,David Robinson,SAS,80,32.0,82,2.4,7-1,235
00-01,David Robinson,SAS,80,29.6,82,2.4,7-1,235
01-02,David Robinson,SAS,78,29.5,82,4.9,7-1,235
02-03,David Robinson,SAS,64,26.2,82,22.0,7-1,235
98-99,David Wesley,CHA,50,37.0,50,0.0,6-0,220
99-00,David Wesley,CHA,82,33.7,82,0.0,6-0,220
00-01,David Wesley,CHA,82,37.9,82,0.0,6-0,220
01-02,David Wesley,CHA,67,37.1,82,18.3,6-0,220
02-03,David Wesley,NOP,73,37.1,82,11.0,6-0,220
03-04,David Wesley,NOP,61,32.8,82,25.6,6-0,220
04-05,David Wesley,HOU,80,34.7,82,2.4,6-0,220
05-06,David Wesley,HOU,71,33.4,82,13.4,6-0,220
98-99,DeJuan Wheat,VAN,46,12.8,50,8.0,6-0,185
98-99,Dean Garrett,MIN,49,21.5,50,2.0,6-10,225
99-00,Dean Garrett,MIN,56,10.8,82,31.7,6-10,225
00-01,Dean Garrett,MIN,70,11.9,82,14.6,6-10,225
98-99,Dee Brown,TOR,49,28.1,50,2.0,6-1,160
98-99,Dee Brown,TOR,49,28.1,50,2.0,6-0,185
99-00,Dee Brown,TOR,38,17.7,82,53.7,6-1,160
99-00,Dee Brown,TOR,38,17.7,82,53.7,6-0,185
06-07,Dee Brown,UTA,49,9.2,82,40.2,6-1,160
06-07,Dee Brown,UTA,49,9.2,82,40.2,6-0,185
98-99,Dell Curry,MIL,42,20.6,50,16.0,6-4,190
99-00,Dell Curry,TOR,67,16.3,82,18.3,6-4,190
00-01,Dell Curry,TOR,71,13.5,82,13.4,6-4,190
01-02,Dell Curry,TOR,56,15.8,82,31.7,6-4,190
98-99,Dennis Rodman,LAL,23,28.6,50,54.0,6-7,210
98-99,Dennis Scott,MIN,36,20.5,50,28.0,6-8,229
99-00,Dennis Scott,VAN,66,19.1,82,19.5,6-8,229
98-99,Derek Anderson,CLE,38,25.7,50,24.0,6-5,194
99-00,Derek Anderson,LAC,64,34.4,82,22.0,6-5,194
00-01,Derek Anderson,SAS,82,34.9,82,0.0,6-5,194
01-02,Derek Anderson,POR,70,26.6,82,14.6,6-5,194
02-03,Derek Anderson,POR,76,33.6,82,7.3,6-5,194
03-04,Derek Anderson,POR,51,35.5,82,37.8,6-5,194
04-05,Derek Anderson,POR,47,26.4,82,42.7,6-5,194
05-06,Derek Anderson,MIA,43,24.3,82,47.6,6-5,194
06-07,Derek Anderson,CHA,50,23.8,82,39.0,6-5,194
98-99,Derek Fisher,LAL,50,22.6,50,0.0,6-1,200
99-00,Derek Fisher,LAL,78,23.1,82,4.9,6-1,200
00-01,Derek Fisher,LAL,21,33.8,82,74.4,6-1,200
01-02,Derek Fisher,LAL,70,28.2,82,14.6,6-1,200
02-03,Derek Fisher,LAL,82,34.5,82,0.0,6-1,200
03-04,Derek Fisher,LAL,82,21.6,82,0.0,6-1,200
04-05,Derek Fisher,GSW,74,30.0,82,9.8,6-1,200
05-06,Derek Fisher,GSW,82,31.6,82,0.0,6-1,200
06-07,Derek Fisher,UTA,82,27.9,82,0.0,6-1,200
07-08,Derek Fisher,LAL,82,27.4,82,0.0,6-1,200
08-09,Derek Fisher,LAL,82,29.8,82,0.0,6-1,200
09-10,Derek Fisher,LAL,82,27.2,82,0.0,6-1,200
10-11,Derek Fisher,LAL,82,28.0,82,0.0,6-1,200
11-12,Derek Fisher,OKC,63,23.9,66,4.5,6-1,200
12-13,Derek Fisher,OKC,33,17.4,82,59.8,6-1,200
13-14,Derek Fisher,OKC,81,17.6,82,1.2,6-1,200
98-99,Derek Harper,LAL,45,24.9,50,10.0,6-4,185
98-99,Derek Strong,ORL,44,15.8,50,12.0,6-8,220
98-99,Derrick Coleman,CHA,37,31.8,50,26.0,6-10,230
99-00,Derrick Coleman,CHA,74,31.7,82,9.8,6-10,230
00-01,Derrick Coleman,CHA,34,20.1,82,58.5,6-10,230
01-02,Derrick Coleman,PHI,58,35.9,82,29.3,6-10,230
02-03,Derrick Coleman,PHI,64,27.2,82,22.0,6-10,230
03-04,Derrick Coleman,PHI,34,24.9,82,58.5,6-10,230
98-99,Derrick McKey,IND,13,18.8,50,74.0,6-9,205
99-00,Derrick McKey,IND,32,19.8,82,61.0,6-9,205
00-01,Derrick McKey,IND,66,15.0,82,19.5,6-9,205
01-02,Derrick McKey,PHI,41,19.1,82,50.0,6-9,205
98-99,Detlef Schrempf,SEA,50,35.3,50,0.0,6-9,214
99-00,Detlef Schrempf,POR,77,21.6,82,6.1,6-9,214
98-99,Dickey Simpkins,CHI,50,29.0,50,0.0,6-9,248
99-00,Dickey Simpkins,CHI,69,23.9,82,15.9,6-9,248
98-99,Dikembe Mutombo,ATL,50,36.6,50,0.0,7-2,235
99-00,Dikembe Mutombo,ATL,82,36.4,82,0.0,7-2,235
00-01,Dikembe Mutombo,PHI,75,34.5,82,8.5,7-2,235
01-02,Dikembe Mutombo,PHI,80,36.3,82,2.4,7-2,235
02-03,Dikembe Mutombo,NJN,24,21.4,82,70.7,7-2,235
03-04,Dikembe Mutombo,NYK,65,23.0,82,20.7,7-2,235
04-05,Dikembe Mutombo,HOU,80,15.2,82,2.4,7-2,235
05-06,Dikembe Mutombo,HOU,64,14.9,82,22.0,7-2,235
06-07,Dikembe Mutombo,HOU,75,17.2,82,8.5,7-2,235
07-08,Dikembe Mutombo,HOU,39,15.9,82,52.4,7-2,235
98-99,Dirk Nowitzki,DAL,47,20.4,50,6.0,7-0,200
99-00,Dirk Nowitzki,DAL,82,35.8,82,0.0,7-0,200
00-01,Dirk Nowitzki,DAL,82,38.1,82,0.0,7-0,200
01-02,Dirk Nowitzki,DAL,76,38.0,82,7.3,7-0,200
02-03,Dirk Nowitzki,DAL,80,39.0,82,2.4,7-0,200
03-04,Dirk Nowitzki,DAL,77,37.9,82,6.1,7-0,200
04-05,Dirk Nowitzki,DAL,78,38.7,82,4.9,7-0,200
05-06,Dirk Nowitzki,DAL,81,38.1,82,1.2,7-0,200
06-07,Dirk Nowitzki,DAL,78,36.2,82,4.9,7-0,200
07-08,Dirk Nowitzki,DAL,77,36.0,82,6.1,7-0,200
08-09,Dirk Nowitzki,DAL,81,37.7,82,1.2,7-0,200
09-10,Dirk Nowitzki,DAL,81,37.5,82,1.2,7-0,200
10-11,Dirk Nowitzki,DAL,73,34.3,82,11.0,7-0,200
11-12,Dirk Nowitzki,DAL,62,33.5,66,6.1,7-0,200
12-13,Dirk Nowitzki,DAL,53,31.3,82,35.4,7-0,200
13-14,Dirk Nowitzki,DAL,80,32.9,82,2.4,7-0,200
14-15,Dirk Nowitzki,DAL,77,29.6,82,6.1,7-0,200
15-16,Dirk Nowitzki,DAL,75,31.5,82,8.5,7-0,200
16-17,Dirk Nowitzki,DAL,54,26.4,82,34.1,7-0,200
17-18,Dirk Nowitzki,DAL,77,24.7,82,6.1,7-0,200
98-99,Don MacLean,SEA,17,21.5,50,66.0,6-10,235
98-99,Don Reid,DET,47,19.9,50,6.0,6-8,250
00-01,Don Reid,ORL,65,11.8,82,20.7,6-8,250
01-02,Don Reid,ORL,68,10.5,82,17.1,6-8,250
98-99,Donyell Marshall,GSW,48,26.0,50,4.0,6-9,218
99-00,Donyell Marshall,GSW,64,32.4,82,22.0,6-9,218
00-01,Donyell Marshall,UTA,81,28.7,82,1.2,6-9,218
01-02,Donyell Marshall,UTA,58,30.2,82,29.3,6-9,218
02-03,Donyell Marshall,CHI,78,30.5,82,4.9,6-9,218
03-04,Donyell Marshall,TOR,82,36.4,82,0.0,6-9,218
04-05,Donyell Marshall,TOR,65,25.3,82,20.7,6-9,218
05-06,Donyell Marshall,CLE,81,25.7,82,1.2,6-9,218
06-07,Donyell Marshall,CLE,81,16.8,82,1.2,6-9,218
98-99,Doug Christie,TOR,50,35.4,50,0.0,6-6,200
99-00,Doug Christie,TOR,73,31.0,82,11.0,6-6,200
00-01,Doug Christie,SAC,81,36.3,82,1.2,6-6,200
01-02,Doug Christie,SAC,81,34.5,82,1.2,6-6,200
02-03,Doug Christie,SAC,80,33.9,82,2.4,6-6,200
03-04,Doug Christie,SAC,82,33.9,82,0.0,6-6,200
04-05,Doug Christie,ORL,52,29.3,82,36.6,6-6,200
98-99,Ed Gray,ATL,30,11.2,50,40.0,6-3,210
98-99,Eddie Jones,CHA,50,37.6,50,0.0,6-6,190
99-00,Eddie Jones,CHA,72,39.0,82,12.2,6-6,190
00-01,Eddie Jones,MIA,63,36.2,82,23.2,6-6,190
01-02,Eddie Jones,MIA,81,39.0,82,1.2,6-6,190
02-03,Eddie Jones,MIA,47,38.1,82,42.7,6-6,190
03-04,Eddie Jones,MIA,81,37.0,82,1.2,6-6,190
04-05,Eddie Jones,MIA,80,35.5,82,2.4,6-6,190
05-06,Eddie Jones,MEM,75,32.5,82,8.5,6-6,190
06-07,Eddie Jones,MIA,64,24.9,82,22.0,6-6,190
07-08,Eddie Jones,DAL,47,19.6,82,42.7,6-6,190
98-99,Elden Campbell,CHA,49,29.8,50,2.0,6-11,215
99-00,Elden Campbell,CHA,78,32.5,82,4.9,6-11,215
00-01,Elden Campbell,CHA,78,30.0,82,4.9,6-11,215
01-02,Elden Campbell,CHA,77,28.0,82,6.1,6-11,215
02-03,Elden Campbell,SEA,56,15.5,82,31.7,6-11,215
03-04,Elden Campbell,DET,65,13.7,82,20.7,6-11,215
98-99,Eldridge Recasner,CHA,44,16.1,50,12.0,6-3,190
98-99,Eric Montross,DET,46,12.5,50,8.0,7-0,205
00-01,Eric Montross,TOR,54,12.0,82,34.1,7-0,205
01-02,Eric Montross,TOR,49,13.4,82,40.2,7-0,205
98-99,Eric Murdock,NJN,15,26.7,50,70.0,6-1,303
99-00,Eric Murdock,LAC,40,17.3,82,51.2,6-1,303
98-99,Eric Piatkowski,LAC,49,25.3,50,2.0,6-7,215
99-00,Eric Piatkowski,LAC,75,22.8,82,8.5,6-7,215
00-01,Eric Piatkowski,LAC,81,26.5,82,1.2,6-7,215
01-02,Eric Piatkowski,LAC,71,24.2,82,13.4,6-7,215
02-03,Eric Piatkowski,LAC,62,21.9,82,24.4,6-7,215
03-04,Eric Piatkowski,HOU,49,14.3,82,40.2,6-7,215
04-05,Eric Piatkowski,CHI,68,12.4,82,17.1,6-7,215
98-99,Eric Riley,BOS,35,9.6,50,30.0,7-0,245
98-99,Eric Snow,PHI,48,35.8,50,4.0,6-3,190
99-00,Eric Snow,PHI,82,35.0,82,0.0,6-3,190
00-01,Eric Snow,PHI,50,34.8,82,39.0,6-3,190
01-02,Eric Snow,PHI,61,36.5,82,25.6,6-3,190
02-03,Eric Snow,PHI,82,37.9,82,0.0,6-3,190
03-04,Eric Snow,PHI,82,36.2,82,0.0,6-3,190
04-05,Eric Snow,CLE,81,22.8,82,1.2,6-3,190
05-06,Eric Snow,CLE,82,28.7,82,0.0,6-3,190
06-07,Eric Snow,CLE,82,23.5,82,0.0,6-3,190
98-99,Eric Washington,DEN,38,20.0,50,24.0,6-4,190
98-99,Eric Williams,DEN,38,20.5,50,24.0,6-8,200
99-00,Eric Williams,BOS,68,20.3,82,17.1,6-8,200
00-01,Eric Williams,BOS,81,21.5,82,1.2,6-8,200
01-02,Eric Williams,BOS,74,23.6,82,9.8,6-8,200
02-03,Eric Williams,BOS,82,28.7,82,0.0,6-8,200
03-04,Eric Williams,CLE,71,26.6,82,13.4,6-8,200
04-05,Eric Williams,TOR,55,24.1,82,32.9,6-8,200
98-99,Erick Dampier,GSW,50,28.3,50,0.0,6-11,265
00-01,Erick Dampier,GSW,43,24.1,82,47.6,6-11,265
01-02,Erick Dampier,GSW,73,23.8,82,11.0,6-11,265
02-03,Erick Dampier,GSW,82,24.1,82,0.0,6-11,265
03-04,Erick Dampier,GSW,74,32.5,82,9.8,6-11,265
04-05,Erick Dampier,DAL,59,27.3,82,28.0,6-11,265
05-06,Erick Dampier,DAL,82,23.6,82,0.0,6-11,265
06-07,Erick Dampier,DAL,76,25.2,82,7.3,6-11,265
07-08,Erick Dampier,DAL,72,24.4,82,12.2,6-11,265
08-09,Erick Dampier,DAL,80,22.9,82,2.4,6-11,265
09-10,Erick Dampier,DAL,55,23.3,82,32.9,6-11,265
10-11,Erick Dampier,MIA,51,16.0,82,37.8,6-11,265
98-99,Erick Strickland,DAL,33,17.2,50,34.0,6-3,210
99-00,Erick Strickland,DAL,68,29.8,82,17.1,6-3,210
00-01,Erick Strickland,VAN,50,16.6,82,39.0,6-3,210
01-02,Erick Strickland,BOS,79,20.8,82,3.7,6-3,210
02-03,Erick Strickland,IND,71,18.0,82,13.4,6-3,210
03-04,Erick Strickland,MIL,43,13.3,82,47.6,6-3,210
04-05,Erick Strickland,MIL,62,16.4,82,24.4,6-3,210
98-99,Ervin Johnson,MIL,50,20.5,50,0.0,6-11,245
99-00,Ervin Johnson,MIL,80,26.6,82,2.4,6-11,245
00-01,Ervin Johnson,MIL,82,24.1,82,0.0,6-11,245
01-02,Ervin Johnson,MIL,81,20.5,82,1.2,6-11,245
02-03,Ervin Johnson,MIL,69,17.0,82,15.9,6-11,245
03-04,Ervin Johnson,MIN,66,14.6,82,19.5,6-11,245
98-99,Felipe Lopez,VAN,47,25.9,50,6.0,6-5,170
99-00,Felipe Lopez,VAN,65,12.0,82,20.7,6-5,170
00-01,Felipe Lopez,MIN,70,22.4,82,14.6,6-5,170
01-02,Felipe Lopez,MIN,67,8.7,82,18.3,6-5,170
98-99,Gary Payton,SEA,50,40.2,50,0.0,6-4,180
98-99,Gary Payton,SEA,50,40.2,50,0.0,6-3,190
99-00,Gary Payton,SEA,82,41.8,82,0.0,6-4,180
99-00,Gary Payton,SEA,82,41.8,82,0.0,6-3,190
00-01,Gary Payton,SEA,79,41.1,82,3.7,6-4,180
00-01,Gary Payton,SEA,79,41.1,82,3.7,6-3,190
01-02,Gary Payton,SEA,82,40.3,82,0.0,6-4,180
01-02,Gary Payton,SEA,82,40.3,82,0.0,6-3,190
02-03,Gary Payton,MIL,80,40.1,82,2.4,6-4,180
02-03,Gary Payton,MIL,80,40.1,82,2.4,6-3,190
03-04,Gary Payton,LAL,82,34.5,82,0.0,6-4,180
03-04,Gary Payton,LAL,82,34.5,82,0.0,6-3,190
04-05,Gary Payton,BOS,77,33.0,82,6.1,6-4,180
04-05,Gary Payton,BOS,77,33.0,82,6.1,6-3,190
05-06,Gary Payton,MIA,81,28.5,82,1.2,6-4,180
05-06,Gary Payton,MIA,81,28.5,82,1.2,6-3,190
06-07,Gary Payton,MIA,68,22.1,82,17.1,6-4,180
06-07,Gary Payton,MIA,68,22.1,82,17.1,6-3,190
98-99,Gary Trent,DAL,45,30.3,50,10.0,6-8,250
98-99,Gary Trent,DAL,45,30.3,50,10.0,6-6,205
01-02,Gary Trent,MIN,64,17.8,82,22.0,6-8,250
01-02,Gary Trent,MIN,64,17.8,82,22.0,6-6,205
02-03,Gary Trent,MIN,80,15.3,82,2.4,6-8,250
02-03,Gary Trent,MIN,80,15.3,82,2.4,6-6,205
03-04,Gary Trent,MIN,68,15.1,82,17.1,6-8,250
03-04,Gary Trent,MIN,68,15.1,82,17.1,6-6,205
98-99,George Lynch,PHI,43,30.6,50,14.0,6-8,195
99-00,George Lynch,PHI,75,32.2,82,8.5,6-8,195
00-01,George Lynch,PHI,82,32.3,82,0.0,6-8,195
01-02,George Lynch,CHA,45,19.8,82,45.1,6-8,195
02-03,George Lynch,NOP,81,18.5,82,1.2,6-8,195
03-04,George Lynch,NOP,78,21.8,82,4.9,6-8,195
04-05,George Lynch,NOP,44,21.2,82,46.3,6-8,195
98-99,George McCloud,PHX,48,25.9,50,4.0,6-6,205
99-00,George McCloud,DEN,78,27.2,82,4.9,6-6,205
00-01,George McCloud,DEN,76,26.4,82,7.3,6-6,205
01-02,George McCloud,DEN,69,26.5,82,15.9,6-6,205
98-99,Glen Rice,LAL,27,36.5,50,46.0,6-7,215
98-99,Glen Rice,LAL,27,36.5,50,46.0,6-6,206
99-00,Glen Rice,LAL,80,31.6,82,2.4,6-7,215
99-00,Glen Rice,LAL,80,31.6,82,2.4,6-6,206
00-01,Glen Rice,NYK,75,29.5,82,8.5,6-7,215
00-01,Glen Rice,NYK,75,29.5,82,8.5,6-6,206
01-02,Glen Rice,HOU,20,30.3,82,75.6,6-7,215
01-02,Glen Rice,HOU,20,30.3,82,75.6,6-6,206
02-03,Glen Rice,HOU,62,24.7,82,24.4,6-7,215
02-03,Glen Rice,HOU,62,24.7,82,24.4,6-6,206
98-99,Glenn Robinson,MIL,47,33.6,50,6.0,6-7,225
98-99,Glenn Robinson,MIL,47,33.6,50,6.0,6-6,222
99-00,Glenn Robinson,MIL,81,35.9,82,1.2,6-7,225
99-00,Glenn Robinson,MIL,81,35.9,82,1.2,6-6,222
00-01,Glenn Robinson,MIL,76,37.0,82,7.3,6-7,225
00-01,Glenn Robinson,MIL,76,37.0,82,7.3,6-6,222
01-02,Glenn Robinson,MIL,66,35.5,82,19.5,6-7,225
01-02,Glenn Robinson,MIL,66,35.5,82,19.5,6-6,222
02-03,Glenn Robinson,ATL,69,37.6,82,15.9,6-7,225
02-03,Glenn Robinson,ATL,69,37.6,82,15.9,6-6,222
03-04,Glenn Robinson,PHI,42,31.8,82,48.8,6-7,225
03-04,Glenn Robinson,PHI,42,31.8,82,48.8,6-6,222
15-16,Glenn Robinson,IND,45,11.3,82,45.1,6-7,225
15-16,Glenn Robinson,IND,45,11.3,82,45.1,6-6,222
16-17,Glenn Robinson,IND,69,20.7,82,15.9,6-7,225
16-17,Glenn Robinson,IND,69,20.7,82,15.9,6-6,222
98-99,Grant Hill,DET,50,37.0,50,0.0,6-8,225
99-00,Grant Hill,DET,74,37.5,82,9.8,6-8,225
01-02,Grant Hill,ORL,14,36.6,82,82.9,6-8,225
02-03,Grant Hill,ORL,29,29.1,82,64.6,6-8,225
04-05,Grant Hill,ORL,67,34.9,82,18.3,6-8,225
05-06,Grant Hill,ORL,21,29.2,82,74.4,6-8,225
06-07,Grant Hill,ORL,65,30.9,82,20.7,6-8,225
07-08,Grant Hill,PHX,70,31.7,82,14.6,6-8,225
08-09,Grant Hill,PHX,82,29.8,82,0.0,6-8,225
09-10,Grant Hill,PHX,81,30.0,82,1.2,6-8,225
10-11,Grant Hill,PHX,80,30.1,82,2.4,6-8,225
11-12,Grant Hill,PHX,49,28.1,66,25.8,6-8,225
98-99,Grant Long,ATL,50,27.6,50,0.0,6-8,195
99-00,Grant Long,VAN,42,21.9,82,48.8,6-8,195
00-01,Grant Long,VAN,66,22.8,82,19.5,6-8,195
01-02,Grant Long,MEM,66,28.3,82,19.5,6-8,195
02-03,Grant Long,BOS,41,11.9,82,50.0,6-8,195
98-99,Greg Anthony,POR,50,16.1,50,0.0,6-0,176
99-00,Greg Anthony,POR,82,18.9,82,0.0,6-0,176
00-01,Greg Anthony,POR,58,14.8,82,29.3,6-0,176
01-02,Greg Anthony,MIL,60,25.2,82,26.8,6-0,176
98-99,Greg Foster,UTA,42,10.9,50,16.0,6-11,240
99-00,Greg Foster,SEA,60,12.0,82,26.8,6-11,240
02-03,Greg Foster,TOR,29,18.6,82,64.6,6-11,240
98-99,Greg Minor,BOS,44,17.4,50,12.0,6-6,210
98-99,Greg Ostertag,UTA,48,27.9,50,4.0,7-2,280
99-00,Greg Ostertag,UTA,81,19.8,82,1.2,7-2,280
00-01,Greg Ostertag,UTA,81,18.4,82,1.2,7-2,280
01-02,Greg Ostertag,UTA,74,15.0,82,9.8,7-2,280
02-03,Greg Ostertag,UTA,81,23.8,82,1.2,7-2,280
03-04,Greg Ostertag,UTA,78,27.6,82,4.9,7-2,280
04-05,Greg Ostertag,SAC,56,9.9,82,31.7,7-2,280
05-06,Greg Ostertag,UTA,60,13.5,82,26.8,7-2,280
98-99,Hakeem Olajuwon,HOU,50,35.7,50,0.0,7-0,255
99-00,Hakeem Olajuwon,HOU,44,23.8,82,46.3,7-0,255
00-01,Hakeem Olajuwon,HOU,58,26.6,82,29.3,7-0,255
01-02,Hakeem Olajuwon,TOR,61,22.6,82,25.6,7-0,255
98-99,Harvey Grant,PHI,47,17.0,50,6.0,6-8,195
98-99,Haywoode Workman,MIL,29,28.1,50,42.0,6-2,218
98-99,Hersey Hawkins,SEA,50,32.9,50,0.0,6-3,190
99-00,Hersey Hawkins,CHI,61,26.6,82,25.6,6-3,190
00-01,Hersey Hawkins,CHA,59,11.5,82,28.0,6-3,190
98-99,Horace Grant,ORL,50,33.2,50,0.0,6-10,215
99-00,Horace Grant,SEA,76,35.4,82,7.3,6-10,215
00-01,Horace Grant,LAL,77,31.0,82,6.1,6-10,215
01-02,Horace Grant,ORL,76,29.1,82,7.3,6-10,215
03-04,Horace Grant,LAL,55,20.1,82,32.9,6-10,215
98-99,Hot Rod Williams,DAL,25,16.1,50,50.0,6-11,190
98-99,Howard Eisley,UTA,50,20.8,50,0.0,6-2,177
99-00,Howard Eisley,UTA,82,25.6,82,0.0,6-2,177
00-01,Howard Eisley,DAL,82,29.6,82,0.0,6-2,177
01-02,Howard Eisley,NYK,39,15.6,82,52.4,6-2,177
02-03,Howard Eisley,NYK,82,27.3,82,0.0,6-2,177
03-04,Howard Eisley,PHX,67,21.7,82,18.3,6-2,177
04-05,Howard Eisley,UTA,74,19.3,82,9.8,6-2,177
98-99,Hubert Davis,DAL,50,27.6,50,0.0,6-5,183
99-00,Hubert Davis,DAL,79,23.0,82,3.7,6-5,183
00-01,Hubert Davis,WAS,66,25.6,82,19.5,6-5,183
01-02,Hubert Davis,WAS,51,24.1,82,37.8,6-5,183
98-99,J.R. Henderson,VAN,30,11.0,50,40.0,6-8,226
98-99,J.R. Reid,LAL,41,25.1,50,18.0,6-9,247
99-00,J.R. Reid,MIL,34,17.7,82,58.5,6-9,247
98-99,Jalen Rose,IND,49,25.3,50,2.0,6-8,210
99-00,Jalen Rose,IND,80,37.2,82,2.4,6-8,210
00-01,Jalen Rose,IND,72,40.9,82,12.2,6-8,210
01-02,Jalen Rose,CHI,83,38.0,82,-1.2,6-8,210
02-03,Jalen Rose,CHI,82,40.9,82,0.0,6-8,210
03-04,Jalen Rose,TOR,66,37.8,82,19.5,6-8,210
