,season,Number of Games,player,team,height,weight,games_played,games missed,percentage of games missed,minutes_per_game
5447,10-11,82,Tyler Hansbrough,IND,6-9,250,70,12,14.6,21.9
5448,11-12,66,Tyler Hansbrough,IND,6-9,250,66,0,0.0,21.8
5449,12-13,82,Tyler Hansbrough,IND,6-9,250,81,1,1.2,16.9
5450,13-14,82,Tyler Hansbrough,TOR,6-9,250,64,18,22.0,15.3
5451,14-15,82,Tyler Hansbrough,TOR,6-9,250,74,8,9.8,14.3
5452,09-10,82,Tyreke Evans,SAC,6-6,220,72,10,12.2,37.2
5453,10-11,82,Tyreke Evans,SAC,6-6,220,57,25,30.5,37.0
5454,11-12,66,Tyreke Evans,SAC,6-6,220,63,3,4.5,34.3
5455,12-13,82,Tyreke Evans,SAC,6-6,220,65,17,20.7,31.0
5456,13-14,82,Tyreke Evans,NOP,6-6,220,72,10,12.2,28.2
5457,14-15,82,Tyreke Evans,NOP,6-6,220,79,3,3.7,34.0
5458,15-16,82,Tyreke Evans,NOP,6-6,220,25,57,69.5,30.6
5459,16-17,82,Tyreke Evans,SAC,6-6,220,40,42,51.2,19.7
5460,17-18,82,Tyreke Evans,MEM,6-6,220,52,30,36.6,30.9
5461,09-10,82,Wayne Ellington,MIN,6-5,200,76,6,7.3,18.2
5462,10-11,82,Wayne Ellington,MIN,6-5,200,62,20,24.4,19.1
5463,11-12,66,Wayne Ellington,MIN,6-5,200,51,15,22.7,19.1
5464,12-13,82,Wayne Ellington,CLE,6-5,200,78,4,4.9,21.3
5465,14-15,82,Wayne Ellington,LAL,6-5,200,65,17,20.7,25.8
5466,15-16,82,Wayne Ellington,BRK,6-5,200,76,6,7.3,21.2
5467,16-17,82,Wayne Ellington,MIA,6-5,200,62,20,24.4,24.2
5468,17-18,82,Wayne Ellington,MIA,6-5,200,77,5,6.1,26.5
5469,09-10,82,Wesley Matthews,UTA,6-5,220,82,0,0.0,24.7
5470,10-11,82,Wesley Matthews,POR,6-5,220,82,0,0.0,33.6
5471,11-12,66,Wesley Matthews,POR,6-5,220,66,0,0.0,33.8
5472,12-13,82,Wesley Matthews,POR,6-5,220,69,13,15.9,34.8
5473,13-14,82,Wesley Matthews,POR,6-5,220,82,0,0.0,33.9
5474,14-15,82,Wesley Matthews,POR,6-5,220,60,22,26.8,33.7
5475,15-16,82,Wesley Matthews,DAL,6-5,220,78,4,4.9,33.9
5476,16-17,82,Wesley Matthews,DAL,6-5,220,73,9,11.0,34.2
5477,17-18,82,Wesley Matthews,DAL,6-5,220,63,19,23.2,33.8
5478,10-11,82,Al-Farouq Aminu,LAC,6-9,220,81,1,1.2,17.9
5479,11-12,66,Al-Farouq Aminu,NOP,6-9,220,66,0,0.0,22.4
5480,12-13,82,Al-Farouq Aminu,NOP,6-9,220,76,6,7.3,27.2
5481,13-14,82,Al-Farouq Aminu,NOP,6-9,220,80,2,2.4,25.6
5482,14-15,82,Al-Farouq Aminu,DAL,6-9,220,74,8,9.8,18.5
5483,15-16,82,Al-Farouq Aminu,POR,6-9,220,82,0,0.0,28.5
5484,16-17,82,Al-Farouq Aminu,POR,6-9,220,61,21,25.6,29.1
5485,17-18,82,Al-Farouq Aminu,POR,6-9,220,69,13,15.9,30.0
5486,10-11,82,Alonzo Gee,CLE,6-6,225,56,26,31.7,20.0
5487,11-12,66,Alonzo Gee,CLE,6-6,225,63,3,4.5,29.0
5488,12-13,82,Alonzo Gee,CLE,6-6,225,82,0,0.0,31.0
5489,13-14,82,Alonzo Gee,CLE,6-6,225,65,17,20.7,15.7
5490,14-15,82,Alonzo Gee,POR,6-6,225,54,28,34.1,12.2
5491,15-16,82,Alonzo Gee,NOP,6-6,225,73,9,11.0,22.4
5492,10-11,82,Blake Griffin,LAC,6-10,250,82,0,0.0,37.9
5493,11-12,66,Blake Griffin,LAC,6-10,250,66,0,0.0,36.2
5494,12-13,82,Blake Griffin,LAC,6-10,250,80,2,2.4,32.5
5495,13-14,82,Blake Griffin,LAC,6-10,250,80,2,2.4,35.8
5496,14-15,82,Blake Griffin,LAC,6-10,250,67,15,18.3,35.2
5497,15-16,82,Blake Griffin,LAC,6-10,250,35,47,57.3,33.4
5498,16-17,82,Blake Griffin,LAC,6-10,250,61,21,25.6,34.0
5499,17-18,82,Blake Griffin,DET,6-10,250,58,24,29.3,34.0
5500,10-11,82,Cartier Martin,WAS,6-7,220,52,30,36.6,10.4
5501,12-13,82,Cartier Martin,WAS,6-7,220,41,41,50.0,16.9
5502,13-14,82,Cartier Martin,ATL,6-7,220,59,23,28.0,14.7
5503,10-11,82,Christian Eyenga,CLE,6-5,210,44,38,46.3,21.5
5504,10-11,82,D.J. White,CHA,6-9,190,47,35,42.7,14.6
5505,11-12,66,D.J. White,CHA,6-9,190,58,8,12.1,18.9
5506,10-11,82,DeMarcus Cousins,SAC,6-11,270,81,1,1.2,28.5
5507,11-12,66,DeMarcus Cousins,SAC,6-11,270,64,2,3.0,30.5
5508,12-13,82,DeMarcus Cousins,SAC,6-11,270,75,7,8.5,30.5
5509,13-14,82,DeMarcus Cousins,SAC,6-11,270,71,11,13.4,32.4
5510,14-15,82,DeMarcus Cousins,SAC,6-11,270,59,23,28.0,34.1
5511,15-16,82,DeMarcus Cousins,SAC,6-11,270,65,17,20.7,34.6
5512,16-17,82,DeMarcus Cousins,NOP,6-11,270,72,10,12.2,34.2
5513,17-18,82,DeMarcus Cousins,NOP,6-11,270,48,34,41.5,36.2
5514,10-11,82,Derrick Favors,UTA,6-10,265,78,4,4.9,19.7
5515,11-12,66,Derrick Favors,UTA,6-10,265,65,1,1.5,21.2
5516,12-13,82,Derrick Favors,UTA,6-10,265,77,5,6.1,23.2
5517,13-14,82,Derrick Favors,UTA,6-10,265,73,9,11.0,30.2
5518,14-15,82,Derrick Favors,UTA,6-10,265,74,8,9.8,30.8
5519,15-16,82,Derrick Favors,UTA,6-10,265,62,20,24.4,32.0
5520,16-17,82,Derrick Favors,UTA,6-10,265,50,32,39.0,23.7
5521,17-18,82,Derrick Favors,UTA,6-10,265,77,5,6.1,28.0
5522,10-11,82,Ed Davis,TOR,6-10,225,65,17,20.7,24.6
5523,11-12,66,Ed Davis,TOR,6-10,225,66,0,0.0,23.2
5524,12-13,82,Ed Davis,MEM,6-10,225,81,1,1.2,20.1
5525,13-14,82,Ed Davis,MEM,6-10,225,63,19,23.2,15.2
5526,14-15,82,Ed Davis,LAL,6-10,225,79,3,3.7,23.3
5527,15-16,82,Ed Davis,POR,6-10,225,81,1,1.2,20.8
5528,16-17,82,Ed Davis,POR,6-10,225,46,36,43.9,17.2
5529,17-18,82,Ed Davis,POR,6-10,225,78,4,4.9,18.9
5530,10-11,82,Ekpe Udoh,GSW,6-10,245,58,24,29.3,17.8
5531,11-12,66,Ekpe Udoh,MIL,6-10,245,61,5,7.6,21.1
5532,12-13,82,Ekpe Udoh,MIL,6-10,245,76,6,7.3,17.3
5533,13-14,82,Ekpe Udoh,MIL,6-10,245,42,40,48.8,19.1
5534,17-18,82,Ekpe Udoh,UTA,6-10,245,63,19,23.2,12.8
5535,10-11,82,Eric Bledsoe,LAC,6-1,205,81,1,1.2,22.7
5536,11-12,66,Eric Bledsoe,LAC,6-1,205,40,26,39.4,11.6
5537,12-13,82,Eric Bledsoe,LAC,6-1,205,76,6,7.3,20.4
5538,13-14,82,Eric Bledsoe,PHX,6-1,205,43,39,47.6,32.9
5539,14-15,82,Eric Bledsoe,PHX,6-1,205,81,1,1.2,34.6
5540,15-16,82,Eric Bledsoe,PHX,6-1,205,31,51,62.2,34.2
5541,16-17,82,Eric Bledsoe,PHX,6-1,205,66,16,19.5,33.0
5542,17-18,82,Eric Bledsoe,MIL,6-1,205,74,8,9.8,31.4
5543,10-11,82,Evan Turner,PHI,6-7,220,78,4,4.9,23.0
5544,11-12,66,Evan Turner,PHI,6-7,220,65,1,1.5,26.3
5545,12-13,82,Evan Turner,PHI,6-7,220,82,0,0.0,35.3
5546,13-14,82,Evan Turner,IND,6-7,220,81,1,1.2,30.3
5547,14-15,82,Evan Turner,BOS,6-7,220,82,0,0.0,27.6
5548,15-16,82,Evan Turner,BOS,6-7,220,81,1,1.2,28.0
5549,16-17,82,Evan Turner,POR,6-7,220,65,17,20.7,25.5
5550,17-18,82,Evan Turner,POR,6-7,220,79,3,3.7,25.7
5551,10-11,82,Gary Forbes,DEN,6-7,220,63,19,23.2,12.6
5552,11-12,66,Gary Forbes,TOR,6-7,220,48,18,27.3,14.9
5553,10-11,82,Gary Neal,SAS,6-4,210,80,2,2.4,21.1
5554,11-12,66,Gary Neal,SAS,6-4,210,56,10,15.2,21.5
5555,12-13,82,Gary Neal,SAS,6-4,210,68,14,17.1,21.8
5556,13-14,82,Gary Neal,CHA,6-4,210,52,30,36.6,21.4
5557,14-15,82,Gary Neal,MIN,6-4,210,54,28,34.1,22.1
5558,15-16,82,Gary Neal,WAS,6-4,210,40,42,51.2,20.2
5559,10-11,82,Gerald Henderson,CHA,6-2,175,68,14,17.1,24.4
5560,10-11,82,Gerald Henderson,CHA,6-5,215,68,14,17.1,24.4
5561,11-12,66,Gerald Henderson,CHA,6-2,175,55,11,16.7,33.3
5562,11-12,66,Gerald Henderson,CHA,6-5,215,55,11,16.7,33.3
5563,12-13,82,Gerald Henderson,CHA,6-2,175,68,14,17.1,31.4
5564,12-13,82,Gerald Henderson,CHA,6-5,215,68,14,17.1,31.4
5565,13-14,82,Gerald Henderson,CHA,6-2,175,77,5,6.1,32.0
5566,13-14,82,Gerald Henderson,CHA,6-5,215,77,5,6.1,32.0
5567,14-15,82,Gerald Henderson,CHA,6-2,175,80,2,2.4,28.9
5568,14-15,82,Gerald Henderson,CHA,6-5,215,80,2,2.4,28.9
5569,15-16,82,Gerald Henderson,POR,6-2,175,72,10,12.2,19.9
5570,15-16,82,Gerald Henderson,POR,6-5,215,72,10,12.2,19.9
5571,16-17,82,Gerald Henderson,PHI,6-2,175,72,10,12.2,23.2
5572,16-17,82,Gerald Henderson,PHI,6-5,215,72,10,12.2,23.2
5573,10-11,82,Gordon Hayward,UTA,6-8,225,72,10,12.2,16.9
5574,11-12,66,Gordon Hayward,UTA,6-8,225,66,0,0.0,30.5
5575,12-13,82,Gordon Hayward,UTA,6-8,225,72,10,12.2,29.2
5576,13-14,82,Gordon Hayward,UTA,6-8,225,77,5,6.1,36.4
5577,14-15,82,Gordon Hayward,UTA,6-8,225,76,6,7.3,34.4
5578,15-16,82,Gordon Hayward,UTA,6-8,225,80,2,2.4,36.2
5579,16-17,82,Gordon Hayward,UTA,6-8,225,73,9,11.0,34.5
5580,10-11,82,Greg Monroe,DET,6-11,185,80,2,2.4,27.8
5581,11-12,66,Greg Monroe,DET,6-11,185,66,0,0.0,31.5
5582,12-13,82,Greg Monroe,DET,6-11,185,81,1,1.2,33.2
5583,13-14,82,Greg Monroe,DET,6-11,185,82,0,0.0,32.8
5584,14-15,82,Greg Monroe,DET,6-11,185,69,13,15.9,31.0
5585,15-16,82,Greg Monroe,MIL,6-11,185,79,3,3.7,29.3
5586,16-17,82,Greg Monroe,MIL,6-11,185,81,1,1.2,22.5
5587,17-18,82,Greg Monroe,BOS,6-11,185,51,31,37.8,20.4
5588,10-11,82,Greivis Vasquez,MEM,6-6,217,70,12,14.6,12.3
5589,11-12,66,Greivis Vasquez,NOP,6-6,217,66,0,0.0,25.8
5590,12-13,82,Greivis Vasquez,NOP,6-6,217,78,4,4.9,34.4
5591,13-14,82,Greivis Vasquez,TOR,6-6,217,79,3,3.7,22.5
5592,14-15,82,Greivis Vasquez,TOR,6-6,217,82,0,0.0,24.3
5593,10-11,82,Ian Mahinmi,DAL,6-11,262,56,26,31.7,8.7
5594,11-12,66,Ian Mahinmi,DAL,6-11,262,61,5,7.6,18.7
5595,12-13,82,Ian Mahinmi,IND,6-11,262,80,2,2.4,16.5
5596,13-14,82,Ian Mahinmi,IND,6-11,262,77,5,6.1,16.2
5597,14-15,82,Ian Mahinmi,IND,6-11,262,61,21,25.6,18.8
5598,15-16,82,Ian Mahinmi,IND,6-11,262,71,11,13.4,25.6
5599,16-17,82,Ian Mahinmi,WAS,6-11,262,31,51,62.2,17.9
5600,17-18,82,Ian Mahinmi,WAS,6-11,262,77,5,6.1,14.9
5601,10-11,82,Joey Dorsey,TOR,6-8,268,43,39,47.6,12.1
5602,14-15,82,Joey Dorsey,HOU,6-8,268,69,13,15.9,12.4
5603,10-11,82,John Wall,WAS,6-4,210,69,13,15.9,37.8
5604,11-12,66,John Wall,WAS,6-4,210,66,0,0.0,36.2
5605,12-13,82,John Wall,WAS,6-4,210,49,33,40.2,32.7
5606,13-14,82,John Wall,WAS,6-4,210,82,0,0.0,36.3
5607,14-15,82,John Wall,WAS,6-4,210,79,3,3.7,35.9
5608,15-16,82,John Wall,WAS,6-4,210,77,5,6.1,36.2
5609,16-17,82,John Wall,WAS,6-4,210,78,4,4.9,36.4
5610,17-18,82,John Wall,WAS,6-4,210,41,41,50.0,34.4
5611,10-11,82,Jordan Crawford,WAS,6-4,195,42,40,48.8,24.4
5612,11-12,66,Jordan Crawford,WAS,6-4,195,64,2,3.0,27.4
5613,12-13,82,Jordan Crawford,BOS,6-4,195,70,12,14.6,24.4
5614,13-14,82,Jordan Crawford,GSW,6-4,195,81,1,1.2,23.0
5615,10-11,82,Kevin Seraphin,WAS,6-9,285,58,24,29.3,10.9
5616,11-12,66,Kevin Seraphin,WAS,6-9,285,57,9,13.6,20.6
5617,12-13,82,Kevin Seraphin,WAS,6-9,285,79,3,3.7,21.8
5618,13-14,82,Kevin Seraphin,WAS,6-9,285,53,29,35.4,10.9
5619,14-15,82,Kevin Seraphin,WAS,6-9,285,79,3,3.7,15.6
5620,15-16,82,Kevin Seraphin,NYK,6-9,285,48,34,41.5,11.0
5621,16-17,82,Kevin Seraphin,IND,6-9,285,49,33,40.2,11.4
5622,10-11,82,Landry Fields,NYK,6-7,210,82,0,0.0,31.0
5623,11-12,66,Landry Fields,NYK,6-7,210,66,0,0.0,28.7
5624,12-13,82,Landry Fields,TOR,6-7,210,51,31,37.8,20.3
5625,10-11,82,Larry Sanders,MIL,6-11,235,60,22,26.8,14.5
5626,11-12,66,Larry Sanders,MIL,6-11,235,52,14,21.2,12.4
5627,12-13,82,Larry Sanders,MIL,6-11,235,71,11,13.4,27.3
5628,13-14,82,Larry Sanders,MIL,6-11,235,23,59,72.0,25.4
5629,14-15,82,Larry Sanders,MIL,6-11,235,27,55,67.1,21.7
5630,10-11,82,Luke Harangody,CLE,6-8,246,49,33,40.2,13.1
5631,10-11,82,Manny Harris,CLE,6-5,185,54,28,34.1,17.3
5632,11-12,66,Manny Harris,CLE,6-5,185,26,40,60.6,17.5
5633,10-11,82,Nikola Pekovic,MIN,6-11,307,65,17,20.7,13.7
5634,11-12,66,Nikola Pekovic,MIN,6-11,307,47,19,28.8,26.9
5635,12-13,82,Nikola Pekovic,MIN,6-11,307,62,20,24.4,31.6
5636,13-14,82,Nikola Pekovic,MIN,6-11,307,54,28,34.1,30.8
5637,14-15,82,Nikola Pekovic,MIN,6-11,307,31,51,62.2,26.3
5638,10-11,82,Omer Asik,CHI,7-0,255,82,0,0.0,12.1
5639,11-12,66,Omer Asik,CHI,7-0,255,66,0,0.0,14.7
5640,12-13,82,Omer Asik,HOU,7-0,255,82,0,0.0,30.0
5641,13-14,82,Omer Asik,HOU,7-0,255,48,34,41.5,20.2
5642,14-15,82,Omer Asik,NOP,7-0,255,76,6,7.3,26.1
5643,15-16,82,Omer Asik,NOP,7-0,255,68,14,17.1,17.3
5644,10-11,82,Patrick Patterson,HOU,6-9,230,52,30,36.6,16.7
5645,11-12,66,Patrick Patterson,HOU,6-9,230,64,2,3.0,23.2
5646,12-13,82,Patrick Patterson,SAC,6-9,230,71,11,13.4,25.0
5647,13-14,82,Patrick Patterson,TOR,6-9,230,65,17,20.7,23.6
5648,14-15,82,Patrick Patterson,TOR,6-9,230,81,1,1.2,26.6
5649,15-16,82,Patrick Patterson,TOR,6-9,230,79,3,3.7,25.6
5650,16-17,82,Patrick Patterson,TOR,6-9,230,65,17,20.7,24.6
5651,17-18,82,Patrick Patterson,OKC,6-9,230,82,0,0.0,15.5
5652,10-11,82,Patty Mills,POR,6-0,180,64,18,22.0,12.2
5653,12-13,82,Patty Mills,SAS,6-0,180,58,24,29.3,11.3
5654,13-14,82,Patty Mills,SAS,6-0,180,81,1,1.2,18.9
5655,14-15,82,Patty Mills,SAS,6-0,180,51,31,37.8,15.7
5656,15-16,82,Patty Mills,SAS,6-0,180,81,1,1.2,20.5
5657,16-17,82,Patty Mills,SAS,6-0,180,80,2,2.4,21.9
5658,17-18,82,Patty Mills,SAS,6-0,180,82,0,0.0,25.7
5659,10-11,82,Paul George,IND,6-9,220,61,21,25.6,20.7
5660,11-12,66,Paul George,IND,6-9,220,66,0,0.0,29.7
5661,12-13,82,Paul George,IND,6-9,220,79,3,3.7,37.6
5662,13-14,82,Paul George,IND,6-9,220,80,2,2.4,36.2
5663,15-16,82,Paul George,IND,6-9,220,81,1,1.2,34.8
5664,16-17,82,Paul George,IND,6-9,220,75,7,8.5,35.9
5665,17-18,82,Paul George,OKC,6-9,220,79,3,3.7,36.6
5666,10-11,82,Quincy Pondexter,NOP,6-7,230,66,16,19.5,11.1
5667,11-12,66,Quincy Pondexter,MEM,6-7,230,64,2,3.0,15.7
5668,12-13,82,Quincy Pondexter,MEM,6-7,230,59,23,28.0,21.1
5669,14-15,82,Quincy Pondexter,NOP,6-7,230,75,7,8.5,23.9
5670,10-11,82,Samardo Samuels,CLE,6-9,260,37,45,54.9,19.0
5671,11-12,66,Samardo Samuels,CLE,6-9,260,54,12,18.2,15.3
5672,10-11,82,Semih Erden,CLE,7-0,240,41,41,50.0,14.5
5673,10-11,82,Tiago Splitter,SAS,6-11,245,60,22,26.8,12.3
5674,11-12,66,Tiago Splitter,SAS,6-11,245,59,7,10.6,19.0
5675,12-13,82,Tiago Splitter,SAS,6-11,245,81,1,1.2,24.7
5676,13-14,82,Tiago Splitter,SAS,6-11,245,59,23,28.0,21.5
5677,14-15,82,Tiago Splitter,SAS,6-11,245,52,30,36.6,19.8
5678,15-16,82,Tiago Splitter,ATL,6-11,245,36,46,56.1,16.1
5679,10-11,82,Timofey Mozgov,DEN,7-1,185,45,37,45.1,11.6
5680,11-12,66,Timofey Mozgov,DEN,7-1,185,44,22,33.3,15.6
5681,13-14,82,Timofey Mozgov,DEN,7-1,185,82,0,0.0,21.6
5682,14-15,82,Timofey Mozgov,CLE,7-1,185,81,1,1.2,25.3
5683,15-16,82,Timofey Mozgov,CLE,7-1,185,76,6,7.3,17.4
5684,16-17,82,Timofey Mozgov,LAL,7-1,185,54,28,34.1,20.4
5685,10-11,82,Trevor Booker,WAS,6-8,228,65,17,20.7,16.4
5686,11-12,66,Trevor Booker,WAS,6-8,228,50,16,24.2,25.2
5687,12-13,82,Trevor Booker,WAS,6-8,228,48,34,41.5,18.5
5688,13-14,82,Trevor Booker,WAS,6-8,228,72,10,12.2,21.6
5689,14-15,82,Trevor Booker,UTA,6-8,228,79,3,3.7,19.8
5690,15-16,82,Trevor Booker,UTA,6-8,228,79,3,3.7,20.7
5691,16-17,82,Trevor Booker,BRK,6-8,228,71,11,13.4,24.7
5692,17-18,82,Trevor Booker,IND,6-8,228,68,14,17.1,17.0
5693,10-11,82,Wesley Johnson,MIN,6-7,215,79,3,3.7,26.2
5694,11-12,66,Wesley Johnson,MIN,6-7,215,65,1,1.5,22.6
5695,12-13,82,Wesley Johnson,PHX,6-7,215,50,32,39.0,19.1
5696,13-14,82,Wesley Johnson,LAL,6-7,215,79,3,3.7,28.4
5697,14-15,82,Wesley Johnson,LAL,6-7,215,76,6,7.3,29.5
5698,15-16,82,Wesley Johnson,LAC,6-7,215,80,2,2.4,20.8
5699,16-17,82,Wesley Johnson,LAC,6-7,215,68,14,17.1,11.9
5700,17-18,82,Wesley Johnson,LAC,6-7,215,74,8,9.8,20.1
5701,10-11,82,Xavier Henry,MEM,6-6,220,38,44,53.7,13.9
5702,11-12,66,Xavier Henry,NOP,6-6,220,45,21,31.8,16.9
5703,12-13,82,Xavier Henry,NOP,6-6,220,50,32,39.0,12.5
5704,13-14,82,Xavier Henry,LAL,6-6,220,43,39,47.6,21.1
5705,11-12,66,Alec Burks,UTA,6-6,214,59,7,10.6,15.9
5706,12-13,82,Alec Burks,UTA,6-6,214,64,18,22.0,17.8
5707,13-14,82,Alec Burks,UTA,6-6,214,78,4,4.9,28.1
5708,14-15,82,Alec Burks,UTA,6-6,214,27,55,67.1,33.3
5709,15-16,82,Alec Burks,UTA,6-6,214,31,51,62.2,25.7
5710,16-17,82,Alec Burks,UTA,6-6,214,42,40,48.8,15.5
5711,17-18,82,Alec Burks,UTA,6-6,214,64,18,22.0,16.5
5712,11-12,66,Andrew Goudelock,LAL,6-3,200,40,26,39.4,10.5
5713,11-12,66,Avery Bradley,BOS,6-2,180,64,2,3.0,21.4
5714,12-13,82,Avery Bradley,BOS,6-2,180,50,32,39.0,28.7
5715,13-14,82,Avery Bradley,BOS,6-2,180,60,22,26.8,30.9
5716,14-15,82,Avery Bradley,BOS,6-2,180,77,5,6.1,31.5
5717,15-16,82,Avery Bradley,BOS,6-2,180,76,6,7.3,33.4
5718,16-17,82,Avery Bradley,BOS,6-2,180,55,27,32.9,33.4
5719,17-18,82,Avery Bradley,LAC,6-2,180,46,36,43.9,31.2
5720,11-12,66,Bismack Biyombo,CHA,6-9,255,63,3,4.5,23.1
5721,12-13,82,Bismack Biyombo,CHA,6-9,255,80,2,2.4,27.3
5722,13-14,82,Bismack Biyombo,CHA,6-9,255,77,5,6.1,13.9
5723,14-15,82,Bismack Biyombo,CHA,6-9,255,64,18,22.0,19.4
5724,15-16,82,Bismack Biyombo,TOR,6-9,255,82,0,0.0,22.0
5725,16-17,82,Bismack Biyombo,ORL,6-9,255,81,1,1.2,22.1
5726,17-18,82,Bismack Biyombo,ORL,6-9,255,82,0,0.0,18.2
5727,11-12,66,Brandon Knight,DET,5-10,173,66,0,0.0,32.2
5728,12-13,82,Brandon Knight,DET,5-10,173,75,7,8.5,31.5
5729,13-14,82,Brandon Knight,MIL,5-10,173,72,10,12.2,33.3
5730,14-15,82,Brandon Knight,PHX,5-10,173,63,19,23.2,32.3
5731,15-16,82,Brandon Knight,PHX,5-10,173,52,30,36.6,36.0
5732,16-17,82,Brandon Knight,PHX,5-10,173,54,28,34.1,21.1
5733,11-12,66,Byron Mullens,CHA,7-0,200,65,1,1.5,22.5
5734,12-13,82,Byron Mullens,CHA,7-0,200,53,29,35.4,26.9
5735,11-12,66,Chandler Parsons,HOU,6-10,230,63,3,4.5,28.6
5736,12-13,82,Chandler Parsons,HOU,6-10,230,76,6,7.3,36.3
5737,13-14,82,Chandler Parsons,HOU,6-10,230,74,8,9.8,37.6
5738,14-15,82,Chandler Parsons,DAL,6-10,230,66,16,19.5,33.1
5739,15-16,82,Chandler Parsons,DAL,6-10,230,61,21,25.6,29.5
5740,16-17,82,Chandler Parsons,MEM,6-10,230,34,48,58.5,19.8
5741,17-18,82,Chandler Parsons,MEM,6-10,230,36,46,56.1,19.2
5742,11-12,66,Charles Jenkins,GSW,6-3,220,51,15,22.7,17.5
5743,11-12,66,Chris Singleton,WAS,6-8,230,66,0,0.0,21.7
5744,12-13,82,Chris Singleton,WAS,6-8,230,57,25,30.5,16.2
5745,11-12,66,Cory Higgins,CHA,6-5,180,38,28,42.4,11.1
5746,11-12,66,Danny Green,SAS,6-6,215,66,0,0.0,23.1
5747,12-13,82,Danny Green,SAS,6-6,215,80,2,2.4,27.5
5748,13-14,82,Danny Green,SAS,6-6,215,68,14,17.1,24.3
5749,14-15,82,Danny Green,SAS,6-6,215,81,1,1.2,28.5
5750,15-16,82,Danny Green,SAS,6-6,215,79,3,3.7,26.1
5751,16-17,82,Danny Green,SAS,6-6,215,68,14,17.1,26.6
5752,17-18,82,Danny Green,SAS,6-6,215,70,12,14.6,25.6
5753,11-12,66,Derrick Williams,MIN,6-8,180,66,0,0.0,21.5
5754,12-13,82,Derrick Williams,MIN,6-8,180,78,4,4.9,24.6
5755,13-14,82,Derrick Williams,SAC,6-8,180,78,4,4.9,23.3
5756,14-15,82,Derrick Williams,SAC,6-8,180,74,8,9.8,19.8
5757,15-16,82,Derrick Williams,NYK,6-8,180,80,2,2.4,17.9
5758,16-17,82,Derrick Williams,CLE,6-8,180,50,32,39.0,16.1
5759,11-12,66,Devin Ebanks,LAL,6-9,215,24,42,63.6,16.5
5760,11-12,66,Donald Sloan,CLE,6-3,205,33,33,50.0,20.3
5761,14-15,82,Donald Sloan,IND,6-3,205,53,29,35.4,20.9
5762,15-16,82,Donald Sloan,BRK,6-3,205,61,21,25.6,21.6
5763,11-12,66,E'Twaun Moore,BOS,6-4,225,38,28,42.4,8.7
5764,12-13,82,E'Twaun Moore,ORL,6-4,225,75,7,8.5,22.4
5765,13-14,82,E'Twaun Moore,ORL,6-4,225,79,3,3.7,19.1
5766,14-15,82,E'Twaun Moore,CHI,6-4,225,56,26,31.7,9.0
5767,15-16,82,E'Twaun Moore,CHI,6-4,225,59,23,28.0,21.4
5768,16-17,82,E'Twaun Moore,NOP,6-4,225,73,9,11.0,24.9
5769,17-18,82,E'Twaun Moore,NOP,6-4,225,82,0,0.0,31.5
5770,11-12,66,Earl Clark,ORL,6-10,225,45,21,31.8,12.4
5771,12-13,82,Earl Clark,LAL,6-10,225,59,23,28.0,23.1
5772,13-14,82,Earl Clark,NYK,6-10,225,54,28,34.1,14.2
5773,11-12,66,Enes Kanter,UTA,6-11,250,66,0,0.0,13.2
5774,12-13,82,Enes Kanter,UTA,6-11,250,70,12,14.6,15.4
5775,13-14,82,Enes Kanter,UTA,6-11,250,80,2,2.4,26.7
5776,14-15,82,Enes Kanter,OKC,6-11,250,75,7,8.5,28.5
5777,15-16,82,Enes Kanter,OKC,6-11,250,82,0,0.0,21.0
5778,16-17,82,Enes Kanter,OKC,6-11,250,72,10,12.2,21.3
5779,17-18,82,Enes Kanter,NYK,6-11,250,71,11,13.4,25.8
5780,11-12,66,Greg Stiemsma,BOS,6-11,260,55,11,16.7,13.9
5781,12-13,82,Greg Stiemsma,MIN,6-11,260,76,6,7.3,15.9
5782,13-14,82,Greg Stiemsma,NOP,6-11,260,55,27,32.9,18.3
5783,11-12,66,Gustavo Ayon,NOP,6-10,250,54,12,18.2,20.2
5784,12-13,82,Gustavo Ayon,MIL,6-10,250,54,28,34.1,13.6
5785,11-12,66,Iman Shumpert,NYK,6-5,215,59,7,10.6,28.9
5786,12-13,82,Iman Shumpert,NYK,6-5,215,45,37,45.1,22.1
5787,13-14,82,Iman Shumpert,NYK,6-5,215,74,8,9.8,26.5
5788,14-15,82,Iman Shumpert,CLE,6-5,215,62,20,24.4,24.9
5789,15-16,82,Iman Shumpert,CLE,6-5,215,54,28,34.1,24.4
5790,16-17,82,Iman Shumpert,CLE,6-5,215,76,6,7.3,25.5
5791,11-12,66,Isaiah Thomas,SAC,5-9,185,65,1,1.5,25.5
5792,12-13,82,Isaiah Thomas,SAC,5-9,185,79,3,3.7,26.9
5793,13-14,82,Isaiah Thomas,SAC,5-9,185,72,10,12.2,34.7
5794,14-15,82,Isaiah Thomas,BOS,5-9,185,67,15,18.3,25.8
5795,15-16,82,Isaiah Thomas,BOS,5-9,185,82,0,0.0,32.2
5796,16-17,82,Isaiah Thomas,BOS,5-9,185,76,6,7.3,33.8
5797,17-18,82,Isaiah Thomas,LAL,5-9,185,32,50,61.0,26.9
5798,11-12,66,Ivan Johnson,ATL,6-8,230,56,10,15.2,16.7
5799,12-13,82,Ivan Johnson,ATL,6-8,230,69,13,15.9,15.0
